date,campaign_name,adset_name,impressions,clicks,spend,purchases,purchase_conversion_value
2024-06-13,MOF Engaged - Warm Audiences,Warm Engagers,18274,274,216.9,20,1623.24
2024-06-14,MOF Engaged - Warm Audiences,Warm Engagers,18442,277,208.46,8,633.41
2024-06-15,MOF Engaged - Warm Audiences,Warm Engagers,20339,305,208.59,12,995.56
2024-06-16,MOF Engaged - Warm Audiences,Warm Engagers,18850,283,270.45,26,2129.68
2024-06-17,MOF Engaged - Warm Audiences,Warm Engagers,16663,250,222.93,9,697.46
2024-06-18,MOF Engaged - Warm Audiences,Warm Engagers,17725,266,209.65,11,927.86
2024-06-19,MOF Engaged - Warm Audiences,Warm Engagers,22140,332,312.35,14,1159.93
2024-06-20,MOF Engaged - Warm Audiences,Warm Engagers,23725,356,279.84,20,1668.31
2024-06-21,MOF Engaged - Warm Audiences,Warm Engagers,24190,363,272.75,21,1704.24
2024-06-22,MOF Engaged - Warm Audiences,Warm Engagers,13065,196,178.22,11,878.31
2024-06-23,MOF Engaged - Warm Audiences,Warm Engagers,14790,222,175.14,10,832.12
2024-06-24,MOF Engaged - Warm Audiences,Warm Engagers,11709,176,158.61,6,451.46
2024-06-25,MOF Engaged - Warm Audiences,Warm Engagers,25113,377,262.63,22,1772.24
2024-06-26,MOF Engaged - Warm Audiences,Warm Engagers,19051,286,223.94,11,912.85
2024-06-27,MOF Engaged - Warm Audiences,Warm Engagers,12489,187,159.78,9,729.18
2024-06-28,MOF Engaged - Warm Audiences,Warm Engagers,20207,303,274.44,20,1603.48
2024-06-29,MOF Engaged - Warm Audiences,Warm Engagers,15951,239,184.11,11,912.78
2024-06-30,MOF Engaged - Warm Audiences,Warm Engagers,17976,270,188.32,14,1185.27
2024-07-01,MOF Engaged - Warm Audiences,Warm Engagers,12615,189,163.52,11,930.59
2024-07-02,MOF Engaged - Warm Audiences,Warm Engagers,18717,281,234.7,14,1121.59
2024-07-03,MOF Engaged - Warm Audiences,Warm Engagers,18181,273,235.21,14,1160.13
2024-07-04,MOF Engaged - Warm Audiences,Warm Engagers,20751,311,213.14,8,695.39
2024-07-05,MOF Engaged - Warm Audiences,Warm Engagers,13736,206,199.49,11,880.83
2024-07-06,MOF Engaged - Warm Audiences,Warm Engagers,28942,434,305.41,22,1804.97
2024-07-07,MOF Engaged - Warm Audiences,Warm Engagers,12306,185,153.35,7,560.64
2024-07-08,MOF Engaged - Warm Audiences,Warm Engagers,15650,235,189.15,9,710.32
2024-07-09,MOF Engaged - Warm Audiences,Warm Engagers,19714,296,244.77,10,838.79
2024-07-10,MOF Engaged - Warm Audiences,Warm Engagers,15329,230,179.59,11,881.74
2024-07-11,MOF Engaged - Warm Audiences,Warm Engagers,13735,206,177.3,15,1268.52
2024-07-12,MOF Engaged - Warm Audiences,Warm Engagers,24502,368,264.5,17,1370.52
2024-07-13,MOF Engaged - Warm Audiences,Warm Engagers,19805,297,212.92,6,506.41
2024-07-14,MOF Engaged - Warm Audiences,Warm Engagers,15742,236,208.42,14,1161.07
2024-07-15,MOF Engaged - Warm Audiences,Warm Engagers,19887,298,223.23,11,886.48
2024-07-16,MOF Engaged - Warm Audiences,Warm Engagers,15345,230,190.82,13,1033.42
2024-07-17,MOF Engaged - Warm Audiences,Warm Engagers,17307,260,206.62,11,907.18
2024-07-18,MOF Engaged - Warm Audiences,Warm Engagers,20701,311,213.27,9,752.7
2024-07-19,MOF Engaged - Warm Audiences,Warm Engagers,19634,295,252.03,13,1094.73
2024-07-20,MOF Engaged - Warm Audiences,Warm Engagers,18906,284,206.8,10,831.7
2024-07-21,MOF Engaged - Warm Audiences,Warm Engagers,14144,212,162.15,10,845.36
2024-07-22,MOF Engaged - Warm Audiences,Warm Engagers,20417,306,249.8,10,851.22
2024-07-23,MOF Engaged - Warm Audiences,Warm Engagers,13856,208,160.27,7,544.5
2024-07-24,MOF Engaged - Warm Audiences,Warm Engagers,17491,262,204.74,14,1172.79
2024-07-25,MOF Engaged - Warm Audiences,Warm Engagers,13113,197,176.67,14,1158.01
2024-07-26,MOF Engaged - Warm Audiences,Warm Engagers,14592,219,186.05,13,1033.01
2024-07-27,MOF Engaged - Warm Audiences,Warm Engagers,20399,306,271.77,12,978.45
2024-07-28,MOF Engaged - Warm Audiences,Warm Engagers,11957,179,147.51,7,568.19
2024-07-29,MOF Engaged - Warm Audiences,Warm Engagers,17882,268,187.58,9,712.25
2024-07-30,MOF Engaged - Warm Audiences,Warm Engagers,21055,316,238.4,17,1395.98
2024-07-31,MOF Engaged - Warm Audiences,Warm Engagers,14436,217,199.92,9,720.43
2024-08-01,MOF Engaged - Warm Audiences,Warm Engagers,18151,272,223.84,16,1322.64
2024-08-02,MOF Engaged - Warm Audiences,Warm Engagers,24027,360,281.66,18,1480.67
2024-08-03,MOF Engaged - Warm Audiences,Warm Engagers,19464,292,216.82,17,1432.13
2024-08-04,MOF Engaged - Warm Audiences,Warm Engagers,13837,208,177.2,14,1145.19
2024-08-05,MOF Engaged - Warm Audiences,Warm Engagers,15674,235,212.86,14,1144.79
2024-08-06,MOF Engaged - Warm Audiences,Warm Engagers,19888,298,240.0,8,691.68
2024-08-07,MOF Engaged - Warm Audiences,Warm Engagers,21582,324,244.66,16,1310.98
2024-08-08,MOF Engaged - Warm Audiences,Warm Engagers,18696,280,219.15,13,1031.9
2024-08-09,MOF Engaged - Warm Audiences,Warm Engagers,17778,267,233.07,11,937.91
2024-08-10,MOF Engaged - Warm Audiences,Warm Engagers,20490,307,206.31,17,1425.94
2024-08-11,MOF Engaged - Warm Audiences,Warm Engagers,15695,235,190.21,10,845.28
2024-08-12,MOF Engaged - Warm Audiences,Warm Engagers,16664,250,196.14,9,774.6
2024-08-13,MOF Engaged - Warm Audiences,Warm Engagers,19507,293,250.1,19,1557.22
2024-08-14,MOF Engaged - Warm Audiences,Warm Engagers,21475,322,230.71,11,921.19
2024-08-15,MOF Engaged - Warm Audiences,Warm Engagers,13287,199,150.58,7,607.16
2024-08-16,MOF Engaged - Warm Audiences,Warm Engagers,16239,244,188.83,8,626.86
2024-08-17,MOF Engaged - Warm Audiences,Warm Engagers,13207,198,177.83,8,652.85
2024-08-18,MOF Engaged - Warm Audiences,Warm Engagers,17393,261,187.08,9,699.68
2024-08-19,MOF Engaged - Warm Audiences,Warm Engagers,24491,367,272.47,18,1435.08
2024-08-20,MOF Engaged - Warm Audiences,Warm Engagers,36026,540,390.59,14,1158.08
2024-08-21,MOF Engaged - Warm Audiences,Warm Engagers,11797,177,141.05,5,390.54
2024-08-22,MOF Engaged - Warm Audiences,Warm Engagers,19192,288,232.04,14,1144.72
2024-08-23,MOF Engaged - Warm Audiences,Warm Engagers,18210,273,222.53,10,834.72
2024-08-24,MOF Engaged - Warm Audiences,Warm Engagers,19705,296,188.27,11,872.59
2024-08-25,MOF Engaged - Warm Audiences,Warm Engagers,16935,254,214.55,18,1438.74
2024-08-26,MOF Engaged - Warm Audiences,Warm Engagers,16731,251,226.06,13,1045.04
2024-08-27,MOF Engaged - Warm Audiences,Warm Engagers,16560,248,206.28,18,1490.22
2024-08-28,MOF Engaged - Warm Audiences,Warm Engagers,17492,262,221.4,12,984.95
2024-08-29,MOF Engaged - Warm Audiences,Warm Engagers,23021,345,243.55,18,1471.23
2024-08-30,MOF Engaged - Warm Audiences,Warm Engagers,17429,261,239.52,11,910.37
2024-08-31,MOF Engaged - Warm Audiences,Warm Engagers,15900,238,201.82,12,960.7
2024-09-01,MOF Engaged - Warm Audiences,Warm Engagers,15385,231,181.14,8,641.23
2024-09-02,MOF Engaged - Warm Audiences,Warm Engagers,35755,536,377.95,15,1201.84
2024-09-03,MOF Engaged - Warm Audiences,Warm Engagers,21734,326,242.86,12,1014.38
2024-09-04,MOF Engaged - Warm Audiences,Warm Engagers,25596,384,261.24,9,772.97
2024-09-05,MOF Engaged - Warm Audiences,Warm Engagers,17937,269,207.93,12,1000.58
2024-09-06,MOF Engaged - Warm Audiences,Warm Engagers,19258,289,235.85,12,967.33
2024-09-07,MOF Engaged - Warm Audiences,Warm Engagers,18920,284,208.42,13,1025.44
2024-09-08,MOF Engaged - Warm Audiences,Warm Engagers,10397,156,143.05,6,465.63
2024-09-09,MOF Engaged - Warm Audiences,Warm Engagers,14090,211,200.61,14,1142.29
2024-09-10,MOF Engaged - Warm Audiences,Warm Engagers,18378,276,200.03,19,1536.26
2024-09-11,MOF Engaged - Warm Audiences,Warm Engagers,17449,262,205.02,18,1472.36
2024-09-12,MOF Engaged - Warm Audiences,Warm Engagers,17297,259,188.49,19,1553.9
2024-09-13,MOF Engaged - Warm Audiences,Warm Engagers,17634,265,230.43,13,1052.52
2024-09-14,MOF Engaged - Warm Audiences,Warm Engagers,24655,370,260.19,13,1032.62
2024-09-15,MOF Engaged - Warm Audiences,Warm Engagers,18466,277,207.23,13,1100.96
2024-09-16,MOF Engaged - Warm Audiences,Warm Engagers,15374,231,185.07,10,804.49
2024-09-17,MOF Engaged - Warm Audiences,Warm Engagers,16184,243,190.23,6,524.81
2024-09-18,MOF Engaged - Warm Audiences,Warm Engagers,18470,277,214.08,15,1249.82
2024-09-19,MOF Engaged - Warm Audiences,Warm Engagers,13589,204,177.65,9,777.63
2024-09-20,MOF Engaged - Warm Audiences,Warm Engagers,19423,291,242.23,8,697.22
2024-09-21,MOF Engaged - Warm Audiences,Warm Engagers,22302,335,258.9,12,981.47
2024-09-22,MOF Engaged - Warm Audiences,Warm Engagers,14618,219,183.03,10,803.28
2024-09-23,MOF Engaged - Warm Audiences,Warm Engagers,16747,251,232.77,13,1051.64
2024-09-24,MOF Engaged - Warm Audiences,Warm Engagers,18250,274,212.63,12,978.92
2024-09-25,MOF Engaged - Warm Audiences,Warm Engagers,18589,279,205.18,17,1422.26
2024-09-26,MOF Engaged - Warm Audiences,Warm Engagers,22059,331,237.88,9,724.78
2024-09-27,MOF Engaged - Warm Audiences,Warm Engagers,17939,269,204.11,11,897.19
2024-09-28,MOF Engaged - Warm Audiences,Warm Engagers,15916,239,175.98,8,635.7
2024-09-29,MOF Engaged - Warm Audiences,Warm Engagers,13995,210,152.15,13,1062.73
2024-09-30,MOF Engaged - Warm Audiences,Warm Engagers,19571,294,232.98,11,886.14
2024-10-01,MOF Engaged - Warm Audiences,Warm Engagers,18822,282,279.17,13,1095.49
2024-10-02,MOF Engaged - Warm Audiences,Warm Engagers,24498,367,261.78,19,1580.33
2024-10-03,MOF Engaged - Warm Audiences,Warm Engagers,22987,345,301.63,23,1921.28
2024-10-04,MOF Engaged - Warm Audiences,Warm Engagers,15205,228,204.31,18,1461.93
2024-10-05,MOF Engaged - Warm Audiences,Warm Engagers,17757,266,237.94,8,651.79
2024-10-06,MOF Engaged - Warm Audiences,Warm Engagers,17892,268,167.47,11,916.38
2024-10-07,MOF Engaged - Warm Audiences,Warm Engagers,22854,343,262.43,15,1253.28
2024-10-08,MOF Engaged - Warm Audiences,Warm Engagers,23328,350,310.66,16,1301.2
2024-10-09,MOF Engaged - Warm Audiences,Warm Engagers,19681,295,252.87,14,1144.12
2024-10-10,MOF Engaged - Warm Audiences,Warm Engagers,25991,390,311.92,24,1949.4
2024-10-11,MOF Engaged - Warm Audiences,Warm Engagers,18276,274,207.73,16,1301.53
2024-10-12,MOF Engaged - Warm Audiences,Warm Engagers,17128,257,199.87,15,1207.44
2024-10-13,MOF Engaged - Warm Audiences,Warm Engagers,13193,198,173.72,11,870.74
2024-10-14,MOF Engaged - Warm Audiences,Warm Engagers,20053,301,233.12,25,2073.47
2024-10-15,MOF Engaged - Warm Audiences,Warm Engagers,19072,286,243.29,12,963.64
2024-10-16,MOF Engaged - Warm Audiences,Warm Engagers,21555,323,232.95,8,645.75
2024-10-17,MOF Engaged - Warm Audiences,Warm Engagers,17849,268,212.99,11,898.85
2024-10-18,MOF Engaged - Warm Audiences,Warm Engagers,16409,246,212.44,12,988.18
2024-10-19,MOF Engaged - Warm Audiences,Warm Engagers,19510,293,218.54,18,1470.19
2024-10-20,MOF Engaged - Warm Audiences,Warm Engagers,17288,259,199.65,10,790.72
2024-10-21,MOF Engaged - Warm Audiences,Warm Engagers,15008,225,188.85,12,1018.74
2024-10-22,MOF Engaged - Warm Audiences,Warm Engagers,14810,222,165.2,6,502.97
2024-10-23,MOF Engaged - Warm Audiences,Warm Engagers,18540,278,208.91,16,1324.66
2024-10-24,MOF Engaged - Warm Audiences,Warm Engagers,17048,256,181.4,11,866.99
2024-10-25,MOF Engaged - Warm Audiences,Warm Engagers,17915,269,200.25,10,849.46
2024-10-26,MOF Engaged - Warm Audiences,Warm Engagers,15569,234,190.87,21,1681.64
2024-10-27,MOF Engaged - Warm Audiences,Warm Engagers,14125,212,200.72,16,1276.3
2024-10-28,MOF Engaged - Warm Audiences,Warm Engagers,17551,263,206.72,8,694.81
2024-10-29,MOF Engaged - Warm Audiences,Warm Engagers,29825,447,345.87,17,1388.94
2024-10-30,MOF Engaged - Warm Audiences,Warm Engagers,15569,234,185.87,24,1970.98
2024-10-31,MOF Engaged - Warm Audiences,Warm Engagers,17888,268,290.08,28,2266.96
2024-11-01,MOF Engaged - Warm Audiences,Warm Engagers,20219,303,226.7,16,1352.35
2024-11-02,MOF Engaged - Warm Audiences,Warm Engagers,13961,209,183.53,6,492.95
2024-11-03,MOF Engaged - Warm Audiences,Warm Engagers,20503,308,229.73,19,1545.87
2024-11-04,MOF Engaged - Warm Audiences,Warm Engagers,21281,319,215.43,10,812.16
2024-11-05,MOF Engaged - Warm Audiences,Warm Engagers,16431,246,202.22,17,1385.88
2024-11-06,MOF Engaged - Warm Audiences,Warm Engagers,28110,422,322.85,13,1096.06
2024-11-07,MOF Engaged - Warm Audiences,Warm Engagers,13181,198,157.66,11,870.95
2024-11-08,MOF Engaged - Warm Audiences,Warm Engagers,19677,295,224.03,10,837.79
2024-11-09,MOF Engaged - Warm Audiences,Warm Engagers,18053,271,214.41,11,877.67
2024-11-10,MOF Engaged - Warm Audiences,Warm Engagers,21135,317,267.08,17,1412.73
2024-11-11,MOF Engaged - Warm Audiences,Warm Engagers,16610,249,218.2,8,668.62
2024-11-12,MOF Engaged - Warm Audiences,Warm Engagers,36990,555,378.61,38,3130.33
2024-11-13,MOF Engaged - Warm Audiences,Warm Engagers,23419,351,268.97,11,866.21
2024-11-14,MOF Engaged - Warm Audiences,Warm Engagers,13879,208,153.28,6,530.23
2024-11-15,MOF Engaged - Warm Audiences,Warm Engagers,23514,353,271.13,30,2455.91
2024-11-16,MOF Engaged - Warm Audiences,Warm Engagers,29886,448,325.29,37,3062.78
2024-11-17,MOF Engaged - Warm Audiences,Warm Engagers,19338,290,253.81,19,1549.54
2024-11-18,MOF Engaged - Warm Audiences,Warm Engagers,32705,491,389.21,24,1951.18
2024-11-19,MOF Engaged - Warm Audiences,Warm Engagers,28500,427,325.14,22,1781.17
2024-11-20,MOF Engaged - Warm Audiences,Warm Engagers,26989,405,284.59,19,1553.71
2024-11-21,MOF Engaged - Warm Audiences,Warm Engagers,32315,485,296.82,29,2399.81
2024-11-22,MOF Engaged - Warm Audiences,Warm Engagers,35744,536,411.79,33,2746.23
2024-11-23,MOF Engaged - Warm Audiences,Warm Engagers,16943,254,217.21,21,1706.59
2024-11-24,MOF Engaged - Warm Audiences,Warm Engagers,27913,419,377.5,32,2596.26
2024-11-25,MOF Engaged - Warm Audiences,Warm Engagers,32670,490,429.17,45,3700.31
2024-11-26,MOF Engaged - Warm Audiences,Warm Engagers,25710,386,333.35,26,2117.42
2024-11-27,MOF Engaged - Warm Audiences,Warm Engagers,17141,257,274.92,20,1649.73
2024-11-28,MOF Engaged - Warm Audiences,Warm Engagers,30486,457,391.4,35,2831.78
2024-11-29,MOF Engaged - Warm Audiences,Warm Engagers,36808,552,411.14,43,3490.22
2024-11-30,MOF Engaged - Warm Audiences,Warm Engagers,20042,301,238.7,21,1752.03
2024-12-01,MOF Engaged - Warm Audiences,Warm Engagers,35917,539,442.29,26,2109.78
2024-12-02,MOF Engaged - Warm Audiences,Warm Engagers,25723,386,363.02,45,3717.13
2024-12-03,MOF Engaged - Warm Audiences,Warm Engagers,25202,378,272.26,17,1434.47
2024-12-04,MOF Engaged - Warm Audiences,Warm Engagers,32778,492,373.71,28,2287.79
2024-12-05,MOF Engaged - Warm Audiences,Warm Engagers,29200,438,350.86,43,3493.61
2024-12-06,MOF Engaged - Warm Audiences,Warm Engagers,31043,466,464.29,27,2176.44
2024-12-07,MOF Engaged - Warm Audiences,Warm Engagers,23297,349,293.63,32,2629.73
2024-12-08,MOF Engaged - Warm Audiences,Warm Engagers,25613,384,294.31,15,1259.74
2024-12-09,MOF Engaged - Warm Audiences,Warm Engagers,31401,471,377.88,20,1636.26
2024-12-10,MOF Engaged - Warm Audiences,Warm Engagers,31339,470,368.92,20,1651.84
2024-12-11,MOF Engaged - Warm Audiences,Warm Engagers,33119,497,371.1,33,2689.92
2024-12-12,MOF Engaged - Warm Audiences,Warm Engagers,31659,475,374.07,40,3252.08
2024-12-13,MOF Engaged - Warm Audiences,Warm Engagers,32642,490,367.06,46,3796.39
2024-12-14,MOF Engaged - Warm Audiences,Warm Engagers,22410,336,292.58,34,2753.43
2024-12-15,MOF Engaged - Warm Audiences,Warm Engagers,27027,405,366.5,36,2948.62
2024-12-16,MOF Engaged - Warm Audiences,Warm Engagers,29230,438,334.41,23,1870.26
2024-12-17,MOF Engaged - Warm Audiences,Warm Engagers,36807,552,412.54,27,2182.34
2024-12-18,MOF Engaged - Warm Audiences,Warm Engagers,40236,604,458.41,47,3836.03
2024-12-19,MOF Engaged - Warm Audiences,Warm Engagers,26700,401,316.22,43,3521.3
2024-12-20,MOF Engaged - Warm Audiences,Warm Engagers,44447,667,550.93,31,2521.68
2024-12-21,MOF Engaged - Warm Audiences,Warm Engagers,23678,355,278.2,33,2710.56
2024-12-22,MOF Engaged - Warm Audiences,Warm Engagers,24121,362,278.68,13,1034.81
2024-12-23,MOF Engaged - Warm Audiences,Warm Engagers,34338,515,394.35,37,3054.21
2024-12-24,MOF Engaged - Warm Audiences,Warm Engagers,41919,629,387.58,32,2600.32
2024-12-25,MOF Engaged - Warm Audiences,Warm Engagers,27572,414,362.78,29,2401.73
2024-12-26,MOF Engaged - Warm Audiences,Warm Engagers,47763,716,415.11,35,2847.51
2024-12-27,MOF Engaged - Warm Audiences,Warm Engagers,27565,413,375.09,25,2026.52
2024-12-28,MOF Engaged - Warm Audiences,Warm Engagers,39844,598,460.04,37,3070.47
2024-12-29,MOF Engaged - Warm Audiences,Warm Engagers,23241,349,314.29,25,2061.2
2024-12-30,MOF Engaged - Warm Audiences,Warm Engagers,26439,397,307.69,36,2979.47
2024-12-31,MOF Engaged - Warm Audiences,Warm Engagers,29884,448,325.06,46,3784.52
2025-01-01,MOF Engaged - Warm Audiences,Warm Engagers,19611,294,234.57,13,1095.51
2025-01-02,MOF Engaged - Warm Audiences,Warm Engagers,21611,324,235.28,10,826.99
2025-01-03,MOF Engaged - Warm Audiences,Warm Engagers,17879,268,223.83,9,721.08
2025-01-04,MOF Engaged - Warm Audiences,Warm Engagers,11120,167,163.8,16,1294.32
2025-01-05,MOF Engaged - Warm Audiences,Warm Engagers,20682,310,233.11,20,1680.52
2025-01-06,MOF Engaged - Warm Audiences,Warm Engagers,25579,384,306.01,21,1704.17
2025-01-07,MOF Engaged - Warm Audiences,Warm Engagers,17249,259,217.16,12,1007.14
2025-01-08,MOF Engaged - Warm Audiences,Warm Engagers,23944,359,299.37,20,1639.21
2025-01-09,MOF Engaged - Warm Audiences,Warm Engagers,21930,329,252.68,20,1657.6
2025-01-10,MOF Engaged - Warm Audiences,Warm Engagers,24769,372,322.45,14,1129.97
2025-01-11,MOF Engaged - Warm Audiences,Warm Engagers,18031,270,208.4,12,964.27
2025-01-12,MOF Engaged - Warm Audiences,Warm Engagers,18419,276,196.25,8,651.85
2025-01-13,MOF Engaged - Warm Audiences,Warm Engagers,25805,387,252.01,13,1075.89
2025-01-14,MOF Engaged - Warm Audiences,Warm Engagers,19216,288,200.37,18,1469.35
2025-01-15,MOF Engaged - Warm Audiences,Warm Engagers,19751,296,233.21,18,1450.49
2025-01-16,MOF Engaged - Warm Audiences,Warm Engagers,23557,353,275.5,15,1251.41
2025-01-17,MOF Engaged - Warm Audiences,Warm Engagers,20126,302,251.38,6,497.52
2025-01-18,MOF Engaged - Warm Audiences,Warm Engagers,15184,228,190.89,9,728.79
2025-01-19,MOF Engaged - Warm Audiences,Warm Engagers,18102,272,199.09,12,948.2
2025-01-20,MOF Engaged - Warm Audiences,Warm Engagers,20114,302,248.9,13,1037.69
2025-01-21,MOF Engaged - Warm Audiences,Warm Engagers,21396,321,247.52,14,1113.0
2025-01-22,MOF Engaged - Warm Audiences,Warm Engagers,18828,282,248.76,15,1190.17
2025-01-23,MOF Engaged - Warm Audiences,Warm Engagers,22090,331,231.13,11,887.69
2025-01-24,MOF Engaged - Warm Audiences,Warm Engagers,15131,227,187.52,11,871.9
2025-01-25,MOF Engaged - Warm Audiences,Warm Engagers,15868,238,170.78,9,770.99
2025-01-26,MOF Engaged - Warm Audiences,Warm Engagers,16252,244,209.25,9,776.56
2025-01-27,MOF Engaged - Warm Audiences,Warm Engagers,19543,293,252.95,24,1951.91
2025-01-28,MOF Engaged - Warm Audiences,Warm Engagers,23528,353,247.22,12,954.38
2025-01-29,MOF Engaged - Warm Audiences,Warm Engagers,15109,227,193.02,6,455.46
2025-01-30,MOF Engaged - Warm Audiences,Warm Engagers,15117,227,212.2,20,1656.67
2025-01-31,MOF Engaged - Warm Audiences,Warm Engagers,13262,199,176.58,8,643.85
2025-02-01,MOF Engaged - Warm Audiences,Warm Engagers,15159,227,166.98,13,1035.82
2025-02-02,MOF Engaged - Warm Audiences,Warm Engagers,19581,294,217.76,10,808.31
2025-02-03,MOF Engaged - Warm Audiences,Warm Engagers,23928,359,309.88,19,1564.35
2025-02-04,MOF Engaged - Warm Audiences,Warm Engagers,19337,290,247.17,13,1085.07
2025-02-05,MOF Engaged - Warm Audiences,Warm Engagers,30520,458,342.41,23,1922.81
2025-02-06,MOF Engaged - Warm Audiences,Warm Engagers,22423,336,235.9,12,993.71
2025-02-07,MOF Engaged - Warm Audiences,Warm Engagers,20230,303,244.44,11,896.19
2025-02-08,MOF Engaged - Warm Audiences,Warm Engagers,15852,238,179.97,11,911.23
2025-02-09,MOF Engaged - Warm Audiences,Warm Engagers,18384,276,202.16,10,830.51
2025-02-10,MOF Engaged - Warm Audiences,Warm Engagers,20303,305,196.44,6,509.66
2025-02-11,MOF Engaged - Warm Audiences,Warm Engagers,13685,205,184.34,9,719.0
2025-02-12,MOF Engaged - Warm Audiences,Warm Engagers,15371,231,197.2,26,2156.87
2025-02-13,MOF Engaged - Warm Audiences,Warm Engagers,19601,294,247.43,8,637.95
2025-02-14,MOF Engaged - Warm Audiences,Warm Engagers,19325,290,213.48,13,1048.33
2025-02-15,MOF Engaged - Warm Audiences,Warm Engagers,16021,240,197.16,10,847.85
2025-02-16,MOF Engaged - Warm Audiences,Warm Engagers,19975,300,232.33,22,1815.12
2025-02-17,MOF Engaged - Warm Audiences,Warm Engagers,15578,234,184.67,8,618.03
2025-02-18,MOF Engaged - Warm Audiences,Warm Engagers,20648,310,247.74,14,1136.93
2025-02-19,MOF Engaged - Warm Audiences,Warm Engagers,23967,360,284.53,18,1514.88
2025-02-20,MOF Engaged - Warm Audiences,Warm Engagers,26706,401,289.11,14,1183.36
2025-02-21,MOF Engaged - Warm Audiences,Warm Engagers,20287,304,268.26,11,934.41
2025-02-22,MOF Engaged - Warm Audiences,Warm Engagers,17595,264,214.3,12,971.84
2025-02-23,MOF Engaged - Warm Audiences,Warm Engagers,14275,214,193.43,10,817.73
2025-02-24,MOF Engaged - Warm Audiences,Warm Engagers,20555,308,241.14,12,982.32
2025-02-25,MOF Engaged - Warm Audiences,Warm Engagers,26944,404,329.71,22,1829.35
2025-02-26,MOF Engaged - Warm Audiences,Warm Engagers,23859,358,257.28,16,1283.46
2025-02-27,MOF Engaged - Warm Audiences,Warm Engagers,20021,300,240.36,15,1269.66
2025-02-28,MOF Engaged - Warm Audiences,Warm Engagers,21628,324,271.31,16,1310.74
2025-03-01,MOF Engaged - Warm Audiences,Warm Engagers,17796,267,218.88,16,1328.07
2025-03-02,MOF Engaged - Warm Audiences,Warm Engagers,22378,336,226.02,18,1512.46
2025-03-03,MOF Engaged - Warm Audiences,Warm Engagers,16721,251,234.77,12,968.34
2025-03-04,MOF Engaged - Warm Audiences,Warm Engagers,17833,267,227.86,16,1316.52
2025-03-05,MOF Engaged - Warm Audiences,Warm Engagers,24576,369,293.85,10,857.41
2025-03-06,MOF Engaged - Warm Audiences,Warm Engagers,13526,203,172.97,5,414.73
2025-03-07,MOF Engaged - Warm Audiences,Warm Engagers,23451,352,267.94,25,2032.71
2025-03-08,MOF Engaged - Warm Audiences,Warm Engagers,16544,248,199.65,10,834.0
2025-03-09,MOF Engaged - Warm Audiences,Warm Engagers,13204,198,154.45,10,796.85
2025-03-10,MOF Engaged - Warm Audiences,Warm Engagers,17413,261,206.51,8,656.68
2025-03-11,MOF Engaged - Warm Audiences,Warm Engagers,20176,303,244.62,9,745.42
2025-03-12,MOF Engaged - Warm Audiences,Warm Engagers,18373,276,250.85,11,899.65
2025-03-13,MOF Engaged - Warm Audiences,Warm Engagers,23877,358,281.52,18,1482.73
2025-03-14,MOF Engaged - Warm Audiences,Warm Engagers,19917,299,285.1,13,1057.71
2025-03-15,MOF Engaged - Warm Audiences,Warm Engagers,12867,193,165.14,9,708.13
2025-03-16,MOF Engaged - Warm Audiences,Warm Engagers,20441,307,233.58,10,840.57
2025-03-17,MOF Engaged - Warm Audiences,Warm Engagers,26411,396,281.39,21,1733.91
2025-03-18,MOF Engaged - Warm Audiences,Warm Engagers,27070,406,256.82,18,1473.75
2025-03-19,MOF Engaged - Warm Audiences,Warm Engagers,21587,324,270.38,12,1023.78
2025-03-20,MOF Engaged - Warm Audiences,Warm Engagers,13337,200,174.5,12,1008.65
2025-03-21,MOF Engaged - Warm Audiences,Warm Engagers,18161,272,206.84,11,882.29
2025-03-22,MOF Engaged - Warm Audiences,Warm Engagers,28105,422,279.74,13,1099.34
2025-03-23,MOF Engaged - Warm Audiences,Warm Engagers,20214,303,208.1,11,940.39
2025-03-24,MOF Engaged - Warm Audiences,Warm Engagers,27747,416,369.27,22,1828.95
2025-03-25,MOF Engaged - Warm Audiences,Warm Engagers,16163,242,196.7,8,696.41
2025-03-26,MOF Engaged - Warm Audiences,Warm Engagers,29778,447,328.21,20,1603.12
2025-03-27,MOF Engaged - Warm Audiences,Warm Engagers,20281,304,221.99,26,2131.55
2025-03-28,MOF Engaged - Warm Audiences,Warm Engagers,25597,384,289.51,16,1320.73
2025-03-29,MOF Engaged - Warm Audiences,Warm Engagers,16573,249,208.01,12,964.45
2025-03-30,MOF Engaged - Warm Audiences,Warm Engagers,19794,297,224.07,12,990.06
2025-03-31,MOF Engaged - Warm Audiences,Warm Engagers,25264,379,276.26,17,1390.2
2025-04-01,MOF Engaged - Warm Audiences,Warm Engagers,16878,253,222.33,8,622.28
2025-04-02,MOF Engaged - Warm Audiences,Warm Engagers,27310,410,286.9,25,2067.62
2025-04-03,MOF Engaged - Warm Audiences,Warm Engagers,21797,327,236.86,17,1426.91
2025-04-04,MOF Engaged - Warm Audiences,Warm Engagers,19859,298,256.67,11,935.57
2025-04-05,MOF Engaged - Warm Audiences,Warm Engagers,12491,187,136.65,8,669.29
2025-04-06,MOF Engaged - Warm Audiences,Warm Engagers,18720,281,207.1,10,804.28
2025-04-07,MOF Engaged - Warm Audiences,Warm Engagers,28348,425,312.42,18,1451.83
