date,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value
2024-11-11,YouTube - Awareness,Video,292417,877,236.83,5.86,322.56
2024-11-12,YouTube - Awareness,Video,255838,768,181.85,3.04,167.18
2024-11-13,YouTube - Awareness,Video,297215,892,241.47,3.31,181.88
2024-11-14,YouTube - Awareness,Video,347894,1044,291.17,5.65,310.56
2024-11-15,YouTube - Awareness,Video,692132,2076,463.55,19.47,1071.0
2024-11-16,YouTube - Awareness,Video,702870,2109,536.67,14.21,781.53
2024-11-17,YouTube - Awareness,Video,603167,1810,459.1,15.76,866.94
2024-11-18,YouTube - Awareness,Video,595734,1787,416.91,13.25,728.91
2024-11-19,YouTube - Awareness,Video,428344,1285,343.44,14.74,810.78
2024-11-20,YouTube - Awareness,Video,687504,2063,540.34,10.69,587.71
2024-11-21,YouTube - Awareness,Video,519156,1557,377.64,20.85,1146.65
2024-11-22,YouTube - Awareness,Video,409848,1230,358.61,8.83,485.87
2024-11-23,YouTube - Awareness,Video,451802,1355,331.44,12.94,711.94
2024-11-24,YouTube - Awareness,Video,352708,1058,285.3,8.26,454.09
2024-11-25,YouTube - Awareness,Video,539956,1620,371.76,12.28,675.45
2024-11-26,YouTube - Awareness,Video,546081,1638,387.77,12.25,674.0
2024-11-27,YouTube - Awareness,Video,641270,1924,461.42,16.42,903.04
2024-11-28,YouTube - Awareness,Video,428522,1286,377.42,14.77,812.49
2024-11-29,YouTube - Awareness,Video,538731,1616,408.25,23.93,1316.04
2024-11-30,YouTube - Awareness,Video,318212,955,268.48,12.96,712.62
2024-12-01,YouTube - Awareness,Video,494514,1484,372.26,12.44,684.16
2024-12-02,YouTube - Awareness,Video,521351,1564,492.88,32.18,1770.05
2024-12-03,YouTube - Awareness,Video,419521,1259,367.06,12.93,711.42
2024-12-04,YouTube - Awareness,Video,560119,1680,372.99,17.62,968.89
2024-12-05,YouTube - Awareness,Video,602228,1807,435.31,16.49,906.96
2024-12-06,YouTube - Awareness,Video,671245,2014,521.57,14.23,782.66
2024-12-07,YouTube - Awareness,Video,380212,1141,312.29,10.23,562.82
2024-12-08,YouTube - Awareness,Video,437039,1311,365.32,12.89,708.9
2024-12-09,YouTube - Awareness,Video,657185,1972,483.12,15.63,859.71
2024-12-10,YouTube - Awareness,Video,455690,1367,353.72,13.8,758.89
2024-12-11,YouTube - Awareness,Video,631527,1895,405.77,17.74,975.59
2024-12-12,YouTube - Awareness,Video,529212,1588,404.31,13.55,745.02
2024-12-13,YouTube - Awareness,Video,431366,1294,321.63,4.65,255.56
2024-12-14,YouTube - Awareness,Video,431130,1293,371.51,18.6,1022.94
2024-12-15,YouTube - Awareness,Video,466357,1399,362.61,10.07,554.02
2024-12-16,YouTube - Awareness,Video,611535,1835,450.61,11.65,640.84
2024-12-17,YouTube - Awareness,Video,423204,1270,329.46,8.19,450.38
2024-12-18,YouTube - Awareness,Video,519266,1558,408.83,12.45,684.53
2024-12-19,YouTube - Awareness,Video,721260,2164,523.55,14.22,781.84
2024-12-20,YouTube - Awareness,Video,920984,2763,593.64,14.88,818.62
2024-12-21,YouTube - Awareness,Video,615688,1847,455.12,10.84,596.25
2024-12-22,YouTube - Awareness,Video,437369,1312,292.56,10.73,590.42
2024-12-23,YouTube - Awareness,Video,629293,1888,443.52,27.07,1489.1
2024-12-24,YouTube - Awareness,Video,557313,1672,375.03,16.38,901.16
2024-12-25,YouTube - Awareness,Video,540341,1621,430.73,20.13,1107.19
2024-12-26,YouTube - Awareness,Video,465350,1396,356.31,10.95,602.44
2024-12-27,YouTube - Awareness,Video,393150,1179,300.9,10.95,602.08
2024-12-28,YouTube - Awareness,Video,479775,1439,340.7,11.87,652.89
2024-12-29,YouTube - Awareness,Video,596109,1788,413.02,10.08,554.27
2024-12-30,YouTube - Awareness,Video,583166,1749,431.94,12.68,697.42
2024-12-31,YouTube - Awareness,Video,642096,1926,441.15,18.94,1041.89
2025-01-01,YouTube - Awareness,Video,322703,968,256.05,7.44,409.27
2025-01-02,YouTube - Awareness,Video,386018,1158,264.98,5.64,310.39
2025-01-03,YouTube - Awareness,Video,400149,1200,271.12,3.94,216.86
2025-01-04,YouTube - Awareness,Video,296207,889,207.6,4.07,223.76
2025-01-05,YouTube - Awareness,Video,299315,898,221.49,3.06,168.23
2025-01-06,YouTube - Awareness,Video,483616,1451,337.74,6.99,384.2
2025-01-07,YouTube - Awareness,Video,308816,926,253.27,5.74,315.52
2025-01-08,YouTube - Awareness,Video,338488,1015,248.88,4.82,265.29
2025-01-09,YouTube - Awareness,Video,345838,1038,251.7,5.68,312.49
2025-01-10,YouTube - Awareness,Video,277448,832,237.67,5.69,312.95
2025-01-11,YouTube - Awareness,Video,282792,848,202.26,4.69,257.92
2025-01-12,YouTube - Awareness,Video,267389,802,227.22,3.36,184.97
2025-01-13,YouTube - Awareness,Video,288650,866,225.95,4.45,244.61
2025-01-14,YouTube - Awareness,Video,322863,969,241.19,5.75,316.41
2025-01-15,YouTube - Awareness,Video,266263,799,214.84,7.36,404.97
2025-01-16,YouTube - Awareness,Video,339664,1019,252.65,4.89,268.77
2025-01-17,YouTube - Awareness,Video,369621,1109,275.38,6.75,371.21
2025-01-18,YouTube - Awareness,Video,259384,778,211.17,5.88,323.14
2025-01-19,YouTube - Awareness,Video,215761,647,152.89,3.16,174.06
2025-01-20,YouTube - Awareness,Video,340952,1023,276.02,8.09,445.0
2025-01-21,YouTube - Awareness,Video,425272,1276,253.72,7.63,419.82
2025-01-22,YouTube - Awareness,Video,273958,822,207.73,6.73,370.15
2025-01-23,YouTube - Awareness,Video,338719,1016,285.61,6.78,372.79
2025-01-24,YouTube - Awareness,Video,233543,701,193.28,8.46,465.11
2025-01-25,YouTube - Awareness,Video,397126,1191,265.55,4.61,253.39
2025-01-26,YouTube - Awareness,Video,278798,836,217.83,8.78,482.96
2025-01-27,YouTube - Awareness,Video,192475,577,165.45,4.55,250.14
2025-01-28,YouTube - Awareness,Video,373387,1120,257.12,8.05,442.79
2025-01-29,YouTube - Awareness,Video,296153,888,231.54,4.46,245.07
2025-01-30,YouTube - Awareness,Video,320879,963,225.44,6.17,339.32
2025-01-31,YouTube - Awareness,Video,319618,959,218.3,7.14,392.58
2025-02-01,YouTube - Awareness,Video,328347,985,239.59,3.65,200.73
2025-02-02,YouTube - Awareness,Video,380767,1142,224.73,4.55,250.08
2025-02-03,YouTube - Awareness,Video,222796,668,198.55,2.25,123.52
2025-02-04,YouTube - Awareness,Video,428598,1286,348.85,6.66,366.03
2025-02-05,YouTube - Awareness,Video,345215,1036,265.62,4.34,238.64
2025-02-06,YouTube - Awareness,Video,406881,1221,243.4,4.8,264.25
2025-02-07,YouTube - Awareness,Video,361854,1086,226.73,11.57,636.4
2025-02-08,YouTube - Awareness,Video,428358,1285,282.42,9.79,538.63
2025-02-09,YouTube - Awareness,Video,239758,719,194.68,2.72,149.76
2025-02-10,YouTube - Awareness,Video,355006,1065,284.92,6.96,383.03
2025-02-11,YouTube - Awareness,Video,307434,922,250.49,6.69,367.78
2025-02-12,YouTube - Awareness,Video,312204,937,253.23,4.8,264.04
2025-02-13,YouTube - Awareness,Video,353403,1060,228.3,5.11,281.02
2025-02-14,YouTube - Awareness,Video,324196,973,249.15,5.69,312.87
2025-02-15,YouTube - Awareness,Video,325584,977,246.93,3.47,190.77
2025-02-16,YouTube - Awareness,Video,370695,1112,257.3,3.95,217.5
2025-02-17,YouTube - Awareness,Video,273371,820,242.14,5.38,295.68
2025-02-18,YouTube - Awareness,Video,367929,1104,274.5,5.88,323.28
2025-02-19,YouTube - Awareness,Video,391361,1174,327.55,5.38,295.82
2025-02-20,YouTube - Awareness,Video,268026,804,207.03,3.49,192.17
2025-02-21,YouTube - Awareness,Video,350875,1053,279.05,5.63,309.89
2025-02-22,YouTube - Awareness,Video,260619,782,208.34,5.82,319.99
2025-02-23,YouTube - Awareness,Video,279074,837,204.64,4.29,235.86
2025-02-24,YouTube - Awareness,Video,399618,1199,293.16,9.83,540.83
2025-02-25,YouTube - Awareness,Video,330855,993,253.66,4.32,237.51
2025-02-26,YouTube - Awareness,Video,311143,933,224.87,5.06,278.45
2025-02-27,YouTube - Awareness,Video,434467,1303,355.42,6.41,352.77
2025-02-28,YouTube - Awareness,Video,471909,1416,330.61,8.0,439.97
2025-03-01,YouTube - Awareness,Video,228692,686,175.09,3.01,165.55
2025-03-02,YouTube - Awareness,Video,241639,725,190.21,7.32,402.57
2025-03-03,YouTube - Awareness,Video,384352,1153,312.11,3.84,211.35
2025-03-04,YouTube - Awareness,Video,346955,1041,266.57,9.3,511.6
2025-03-05,YouTube - Awareness,Video,591216,1774,367.76,7.54,414.88
2025-03-06,YouTube - Awareness,Video,415725,1247,313.77,7.57,416.14
2025-03-07,YouTube - Awareness,Video,352580,1058,296.5,9.11,500.96
2025-03-08,YouTube - Awareness,Video,302342,907,206.85,5.73,315.21
2025-03-09,YouTube - Awareness,Video,345598,1037,271.72,4.54,249.82
2025-03-10,YouTube - Awareness,Video,306663,920,223.56,5.69,312.97
2025-03-11,YouTube - Awareness,Video,446656,1340,355.91,12.51,687.8
2025-03-12,YouTube - Awareness,Video,460297,1381,303.72,4.78,262.67
2025-03-13,YouTube - Awareness,Video,305107,915,242.76,9.66,531.33
2025-03-14,YouTube - Awareness,Video,499314,1498,325.63,7.43,408.71
2025-03-15,YouTube - Awareness,Video,448072,1344,373.23,6.53,359.06
2025-03-16,YouTube - Awareness,Video,310549,932,239.83,3.87,212.95
2025-03-17,YouTube - Awareness,Video,477650,1433,311.44,5.96,327.62
2025-03-18,YouTube - Awareness,Video,353998,1062,261.07,3.04,166.98
2025-03-19,YouTube - Awareness,Video,479675,1439,286.66,5.23,287.76
2025-03-20,YouTube - Awareness,Video,279438,838,215.3,4.25,233.52
2025-03-21,YouTube - Awareness,Video,386451,1159,282.48,4.24,233.12
2025-03-22,YouTube - Awareness,Video,406486,1219,251.98,6.62,364.09
2025-03-23,YouTube - Awareness,Video,396238,1189,345.75,6.53,358.88
2025-03-24,YouTube - Awareness,Video,231762,695,204.75,3.63,199.53
2025-03-25,YouTube - Awareness,Video,331250,994,269.01,5.08,279.59
2025-03-26,YouTube - Awareness,Video,516244,1549,356.94,7.96,438.01
2025-03-27,YouTube - Awareness,Video,307746,923,271.12,5.77,317.28
2025-03-28,YouTube - Awareness,Video,388789,1166,274.69,4.63,254.43
2025-03-29,YouTube - Awareness,Video,303279,910,215.79,4.78,262.93
2025-03-30,YouTube - Awareness,Video,345826,1037,212.05,4.46,245.48
2025-03-31,YouTube - Awareness,Video,302251,907,204.19,3.11,171.12
2025-04-01,YouTube - Awareness,Video,350340,1051,253.36,4.87,268.1
2025-04-02,YouTube - Awareness,Video,362848,1089,237.55,5.97,328.43
2025-04-03,YouTube - Awareness,Video,408172,1225,290.07,7.11,390.99
2025-04-04,YouTube - Awareness,Video,313926,942,246.53,4.84,266.3
2025-04-05,YouTube - Awareness,Video,274226,823,230.61,5.99,329.31
2025-04-06,YouTube - Awareness,Video,292014,876,231.84,3.66,201.29
2025-04-07,YouTube - Awareness,Video,374448,1123,281.96,4.39,241.67
2025-04-08,YouTube - Awareness,Video,351038,1053,258.71,5.02,276.18
2025-04-09,YouTube - Awareness,Video,253225,760,235.12,7.79,428.63
2025-04-10,YouTube - Awareness,Video,377208,1132,289.19,6.27,344.94
2025-04-11,YouTube - Awareness,Video,461607,1385,345.22,6.41,352.38
2025-04-12,YouTube - Awareness,Video,363355,1090,258.0,8.58,472.11
2025-04-13,YouTube - Awareness,Video,354535,1064,225.98,4.4,242.18
2025-04-14,YouTube - Awareness,Video,378907,1137,278.95,11.31,622.2
2025-04-15,YouTube - Awareness,Video,240138,720,197.25,3.64,200.22
2025-04-16,YouTube - Awareness,Video,309444,928,278.36,4.26,234.5
2025-04-17,YouTube - Awareness,Video,379445,1138,265.69,5.27,290.05
2025-04-18,YouTube - Awareness,Video,295165,885,241.47,4.73,259.93
2025-04-19,YouTube - Awareness,Video,321039,963,220.79,3.69,202.86
2025-04-20,YouTube - Awareness,Video,360160,1080,234.89,10.84,596.47
2025-04-21,YouTube - Awareness,Video,390676,1172,341.93,7.59,417.69
2025-04-22,YouTube - Awareness,Video,490781,1472,348.25,8.06,443.21
2025-04-23,YouTube - Awareness,Video,367466,1102,242.18,4.45,244.49
2025-04-24,YouTube - Awareness,Video,385088,1155,260.83,4.59,252.24
2025-04-25,YouTube - Awareness,Video,283414,850,262.14,7.45,409.83
2025-04-26,YouTube - Awareness,Video,359013,1077,293.25,3.66,201.11
2025-04-27,YouTube - Awareness,Video,305384,916,260.32,3.86,212.52
2025-04-28,YouTube - Awareness,Video,409706,1229,291.61,5.59,307.19
2025-04-29,YouTube - Awareness,Video,439062,1317,315.96,9.67,531.99
2025-04-30,YouTube - Awareness,Video,262442,787,257.79,4.82,265.31
2025-05-01,YouTube - Awareness,Video,474841,1425,367.01,8.3,456.74
2025-05-02,YouTube - Awareness,Video,414766,1244,287.14,5.98,329.14
2025-05-03,YouTube - Awareness,Video,294853,885,217.89,6.85,376.84
2025-05-04,YouTube - Awareness,Video,330110,990,243.99,3.2,175.73
2025-05-05,YouTube - Awareness,Video,461451,1384,358.95,8.97,493.38
2025-05-06,YouTube - Awareness,Video,319609,959,266.48,5.24,287.99
2025-05-07,YouTube - Awareness,Video,454466,1363,341.43,9.1,500.38
2025-05-08,YouTube - Awareness,Video,344794,1034,257.25,4.21,231.74
2025-05-09,YouTube - Awareness,Video,355809,1067,250.93,5.31,291.98
2025-05-10,YouTube - Awareness,Video,410286,1231,287.01,5.75,316.41
2025-05-11,YouTube - Awareness,Video,292990,879,217.86,3.44,189.07
2025-05-12,YouTube - Awareness,Video,497406,1492,334.37,4.61,253.63
2025-05-13,YouTube - Awareness,Video,394669,1184,307.31,5.29,290.95
2025-05-14,YouTube - Awareness,Video,284572,854,246.59,5.39,296.72
2025-05-15,YouTube - Awareness,Video,398566,1196,285.0,4.7,258.41
2025-05-16,YouTube - Awareness,Video,353285,1060,261.64,4.95,272.42
2025-05-17,YouTube - Awareness,Video,381347,1144,272.15,3.22,176.86
2025-05-18,YouTube - Awareness,Video,421976,1266,359.14,6.44,354.15
2025-05-19,YouTube - Awareness,Video,431356,1294,270.47,7.66,421.06
2025-05-20,YouTube - Awareness,Video,455821,1367,318.42,8.02,441.22
2025-05-21,YouTube - Awareness,Video,376515,1130,290.64,5.84,321.4
2025-05-22,YouTube - Awareness,Video,353022,1059,290.73,6.45,355.0
2025-05-23,YouTube - Awareness,Video,417428,1252,281.1,4.54,249.91
2025-05-24,YouTube - Awareness,Video,262279,787,219.62,7.61,418.81
2025-05-25,YouTube - Awareness,Video,455215,1366,272.31,10.53,579.4
2025-05-26,YouTube - Awareness,Video,345158,1035,275.24,6.01,330.47
2025-05-27,YouTube - Awareness,Video,390283,1171,246.44,11.28,620.49
2025-05-28,YouTube - Awareness,Video,455855,1368,348.26,5.72,314.42
2025-05-29,YouTube - Awareness,Video,461441,1384,295.48,4.18,229.95
2025-05-30,YouTube - Awareness,Video,345261,1036,278.69,4.67,257.01
2025-05-31,YouTube - Awareness,Video,436908,1311,327.06,6.22,342.14
2025-06-01,YouTube - Awareness,Video,266933,801,184.72,8.0,439.87
2025-06-02,YouTube - Awareness,Video,520776,1562,365.56,6.71,369.29
2025-06-03,YouTube - Awareness,Video,369457,1108,248.21,4.03,221.8
2025-06-04,YouTube - Awareness,Video,383794,1151,302.22,4.74,260.67
2025-06-05,YouTube - Awareness,Video,352057,1056,261.81,7.7,423.68
2025-06-06,YouTube - Awareness,Video,372504,1118,246.59,7.0,384.91
2025-06-07,YouTube - Awareness,Video,405575,1217,326.41,5.73,315.35
2025-06-08,YouTube - Awareness,Video,508310,1525,360.02,4.11,225.94
2025-06-09,YouTube - Awareness,Video,365392,1096,280.12,4.14,227.67
2025-06-10,YouTube - Awareness,Video,421603,1265,309.76,10.62,584.37
2025-06-11,YouTube - Awareness,Video,396307,1189,294.73,7.47,410.59
2025-06-12,YouTube - Awareness,Video,491039,1473,398.49,8.01,440.53
2025-06-13,YouTube - Awareness,Video,259254,778,199.58,7.51,413.27
2025-06-14,YouTube - Awareness,Video,374055,1122,276.5,10.33,568.27
2025-06-15,YouTube - Awareness,Video,299244,898,226.75,4.76,261.92
2025-06-16,YouTube - Awareness,Video,298449,895,191.26,4.1,225.75
2025-06-17,YouTube - Awareness,Video,404190,1213,274.02,4.78,263.11
2025-06-18,YouTube - Awareness,Video,559932,1680,407.95,7.35,404.44
2025-06-19,YouTube - Awareness,Video,321227,964,260.03,3.48,191.53
2025-06-20,YouTube - Awareness,Video,414416,1243,337.51,4.36,240.06
2025-06-21,YouTube - Awareness,Video,522100,1566,321.44,3.9,214.72
2025-06-22,YouTube - Awareness,Video,311633,935,258.56,7.49,412.08
2025-06-23,YouTube - Awareness,Video,403895,1212,299.49,3.85,211.98
2025-06-24,YouTube - Awareness,Video,297564,893,215.26,8.25,453.49
2025-06-25,YouTube - Awareness,Video,333223,1000,257.82,4.34,238.47
2025-06-26,YouTube - Awareness,Video,416662,1250,345.44,11.73,644.88
2025-06-27,YouTube - Awareness,Video,365787,1097,296.74,5.47,301.08
2025-06-28,YouTube - Awareness,Video,350328,1051,277.5,3.6,198.03
2025-06-29,YouTube - Awareness,Video,330564,992,266.15,8.16,448.82
2025-06-30,YouTube - Awareness,Video,663878,1992,436.0,12.88,708.65
2025-07-01,YouTube - Awareness,Video,351525,1055,263.88,4.2,230.93
2025-07-02,YouTube - Awareness,Video,481865,1446,380.83,6.85,376.5
2025-07-03,YouTube - Awareness,Video,393932,1182,292.31,4.59,252.65
2025-07-04,YouTube - Awareness,Video,552021,1656,387.26,7.4,406.8
2025-07-05,YouTube - Awareness,Video,261035,783,202.64,4.49,247.06
2025-07-06,YouTube - Awareness,Video,381240,1144,261.27,4.92,270.35
2025-07-07,YouTube - Awareness,Video,312624,938,266.25,3.22,177.0
2025-07-08,YouTube - Awareness,Video,439481,1318,293.18,5.08,279.25
2025-07-09,YouTube - Awareness,Video,474790,1424,356.41,8.83,485.66
2025-07-10,YouTube - Awareness,Video,406468,1219,306.32,5.9,324.35
2025-07-11,YouTube - Awareness,Video,443576,1331,356.56,6.48,356.58
2025-07-12,YouTube - Awareness,Video,264768,794,224.52,3.61,198.48
2025-07-13,YouTube - Awareness,Video,246629,740,218.52,3.88,213.26
2025-07-14,YouTube - Awareness,Video,355052,1065,287.4,9.06,498.52
2025-07-15,YouTube - Awareness,Video,402556,1208,284.69,4.18,230.15
2025-07-16,YouTube - Awareness,Video,335902,1008,277.35,7.15,393.08
2025-07-17,YouTube - Awareness,Video,275720,827,241.42,5.16,284.03
2025-07-18,YouTube - Awareness,Video,433553,1301,356.11,7.69,422.92
2025-07-19,YouTube - Awareness,Video,305255,916,237.92,4.03,221.89
2025-07-20,YouTube - Awareness,Video,423039,1269,328.43,6.0,330.01
2025-07-21,YouTube - Awareness,Video,379064,1137,287.99,5.94,326.7
2025-07-22,YouTube - Awareness,Video,477545,1433,323.02,5.62,309.25
2025-07-23,YouTube - Awareness,Video,480281,1441,317.91,7.16,393.88
2025-07-24,YouTube - Awareness,Video,404081,1212,247.99,5.98,329.01
2025-07-25,YouTube - Awareness,Video,348425,1045,307.42,12.09,664.76
2025-07-26,YouTube - Awareness,Video,441026,1323,360.33,7.84,431.46
2025-07-27,YouTube - Awareness,Video,381118,1143,266.55,3.13,172.29
2025-07-28,YouTube - Awareness,Video,431721,1295,338.83,9.71,533.93
2025-07-29,YouTube - Awareness,Video,474470,1423,326.5,6.24,343.24
2025-07-30,YouTube - Awareness,Video,414755,1244,304.69,11.43,628.56
2025-07-31,YouTube - Awareness,Video,465714,1397,298.26,9.54,524.58
2025-08-01,YouTube - Awareness,Video,471185,1414,318.4,5.58,306.85
2025-08-02,YouTube - Awareness,Video,434298,1303,292.93,7.5,412.48
2025-08-03,YouTube - Awareness,Video,256221,769,200.25,3.6,198.01
2025-08-04,YouTube - Awareness,Video,398762,1196,302.0,6.21,341.37
2025-08-05,YouTube - Awareness,Video,361519,1085,279.54,7.1,390.52
2025-08-06,YouTube - Awareness,Video,308983,927,269.4,7.84,430.99
2025-08-07,YouTube - Awareness,Video,564069,1692,365.15,9.55,525.08
2025-08-08,YouTube - Awareness,Video,364190,1093,253.52,5.44,299.16
2025-08-09,YouTube - Awareness,Video,256548,770,199.17,9.02,496.01
2025-08-10,YouTube - Awareness,Video,448964,1347,295.54,5.45,300.02
2025-08-11,YouTube - Awareness,Video,280767,842,224.28,2.94,161.87
2025-08-12,YouTube - Awareness,Video,227185,682,204.77,2.87,157.97
2025-08-13,YouTube - Awareness,Video,503312,1510,341.31,10.72,589.81
2025-08-14,YouTube - Awareness,Video,350049,1050,298.34,6.0,329.83
2025-08-15,YouTube - Awareness,Video,412918,1239,315.81,6.76,371.9
2024-06-01,Demand Gen - Discovery,Demand Gen,35693,357,190.96,7.38,479.39
2024-06-02,Demand Gen - Discovery,Demand Gen,31020,310,197.31,4.82,313.38
2024-06-03,Demand Gen - Discovery,Demand Gen,40628,406,242.54,8.48,551.3
2024-06-04,Demand Gen - Discovery,Demand Gen,40121,401,231.24,14.06,913.93
2024-06-05,Demand Gen - Discovery,Demand Gen,36290,363,230.05,11.7,760.65
2024-06-06,Demand Gen - Discovery,Demand Gen,29849,298,180.81,5.13,333.44
2024-06-07,Demand Gen - Discovery,Demand Gen,34573,346,219.91,5.74,372.79
2024-06-08,Demand Gen - Discovery,Demand Gen,24416,244,140.76,4.92,320.1
2024-06-09,Demand Gen - Discovery,Demand Gen,35724,357,244.62,7.4,481.22
2024-06-10,Demand Gen - Discovery,Demand Gen,28633,286,162.25,7.79,506.08
2024-06-11,Demand Gen - Discovery,Demand Gen,33750,338,196.3,8.03,521.98
2024-06-12,Demand Gen - Discovery,Demand Gen,26923,269,164.86,3.32,215.59
2024-06-13,Demand Gen - Discovery,Demand Gen,31966,320,183.37,6.95,451.84
2024-06-14,Demand Gen - Discovery,Demand Gen,33701,337,209.72,6.46,419.8
2024-06-15,Demand Gen - Discovery,Demand Gen,26240,262,168.35,5.68,369.05
2024-06-16,Demand Gen - Discovery,Demand Gen,40054,401,227.61,7.88,512.33
2024-06-17,Demand Gen - Discovery,Demand Gen,38571,386,218.23,10.11,656.95
2024-06-18,Demand Gen - Discovery,Demand Gen,30550,305,192.84,8.49,551.94
2024-06-19,Demand Gen - Discovery,Demand Gen,32153,322,204.7,5.33,346.36
2024-06-20,Demand Gen - Discovery,Demand Gen,42757,428,261.28,8.08,525.42
2024-06-21,Demand Gen - Discovery,Demand Gen,38983,390,247.17,6.86,445.97
2024-06-22,Demand Gen - Discovery,Demand Gen,29374,294,151.31,3.08,200.23
2024-06-23,Demand Gen - Discovery,Demand Gen,28280,283,164.39,5.32,345.76
2024-06-24,Demand Gen - Discovery,Demand Gen,38206,382,228.9,12.78,830.97
2024-06-25,Demand Gen - Discovery,Demand Gen,34017,340,224.05,4.32,280.65
2024-06-26,Demand Gen - Discovery,Demand Gen,31243,312,174.1,5.74,373.35
2024-06-27,Demand Gen - Discovery,Demand Gen,37754,378,240.81,7.55,490.66
2024-06-28,Demand Gen - Discovery,Demand Gen,28001,280,179.34,6.48,420.88
2024-06-29,Demand Gen - Discovery,Demand Gen,42421,424,235.6,5.64,366.9
2024-06-30,Demand Gen - Discovery,Demand Gen,35523,355,205.04,4.36,283.24
2024-07-01,Demand Gen - Discovery,Demand Gen,21642,216,166.79,3.68,239.35
2024-07-02,Demand Gen - Discovery,Demand Gen,30513,305,185.99,9.14,594.4
2024-07-03,Demand Gen - Discovery,Demand Gen,31306,313,185.49,4.56,296.22
2024-07-04,Demand Gen - Discovery,Demand Gen,33950,339,210.73,5.89,382.92
2024-07-05,Demand Gen - Discovery,Demand Gen,33442,334,197.46,12.16,790.21
2024-07-06,Demand Gen - Discovery,Demand Gen,20516,205,147.51,4.0,260.02
2024-07-07,Demand Gen - Discovery,Demand Gen,17720,177,141.12,5.31,345.01
2024-07-08,Demand Gen - Discovery,Demand Gen,34230,342,226.43,10.02,651.29
2024-07-09,Demand Gen - Discovery,Demand Gen,37041,370,216.06,9.48,616.5
2024-07-10,Demand Gen - Discovery,Demand Gen,25260,253,209.24,4.56,296.49
2024-07-11,Demand Gen - Discovery,Demand Gen,33034,330,215.65,5.64,366.38
2024-07-12,Demand Gen - Discovery,Demand Gen,25278,253,183.82,6.65,432.08
2024-07-13,Demand Gen - Discovery,Demand Gen,30578,306,187.98,11.04,717.91
2024-07-14,Demand Gen - Discovery,Demand Gen,58242,582,287.31,7.09,460.7
2024-07-15,Demand Gen - Discovery,Demand Gen,41456,415,254.2,6.93,450.56
2024-07-16,Demand Gen - Discovery,Demand Gen,32224,322,195.43,7.27,472.35
2024-07-17,Demand Gen - Discovery,Demand Gen,33972,340,187.42,7.44,483.44
2024-07-18,Demand Gen - Discovery,Demand Gen,20563,206,123.12,5.19,337.05
2024-07-19,Demand Gen - Discovery,Demand Gen,40754,408,249.84,6.14,399.42
2024-07-20,Demand Gen - Discovery,Demand Gen,38428,384,210.16,5.82,378.31
2024-07-21,Demand Gen - Discovery,Demand Gen,28912,289,165.48,5.9,383.4
2024-07-22,Demand Gen - Discovery,Demand Gen,27362,274,159.5,7.81,507.84
2024-07-23,Demand Gen - Discovery,Demand Gen,27567,276,167.71,5.21,338.62
2024-07-24,Demand Gen - Discovery,Demand Gen,36027,360,223.77,7.16,465.43
2024-07-25,Demand Gen - Discovery,Demand Gen,37150,372,203.37,4.88,317.0
2024-07-26,Demand Gen - Discovery,Demand Gen,37736,377,234.16,13.11,852.03
2024-07-27,Demand Gen - Discovery,Demand Gen,35033,350,185.85,6.42,417.32
2024-07-28,Demand Gen - Discovery,Demand Gen,32699,327,217.85,9.73,632.59
2024-07-29,Demand Gen - Discovery,Demand Gen,42563,426,221.27,7.2,468.2
2024-07-30,Demand Gen - Discovery,Demand Gen,42010,420,240.44,7.87,511.25
2024-07-31,Demand Gen - Discovery,Demand Gen,21520,215,142.25,3.08,199.94
2024-08-01,Demand Gen - Discovery,Demand Gen,29111,291,166.0,2.91,189.05
2024-08-02,Demand Gen - Discovery,Demand Gen,30333,303,194.22,9.28,603.03
2024-08-03,Demand Gen - Discovery,Demand Gen,37276,373,222.91,7.35,478.06
2024-08-04,Demand Gen - Discovery,Demand Gen,40892,409,257.59,8.65,562.11
2024-08-05,Demand Gen - Discovery,Demand Gen,33158,332,201.61,4.53,294.24
2024-08-06,Demand Gen - Discovery,Demand Gen,34078,341,186.1,4.68,304.25
2024-08-07,Demand Gen - Discovery,Demand Gen,25661,257,146.19,6.8,442.11
2024-08-08,Demand Gen - Discovery,Demand Gen,36175,362,242.9,13.03,847.27
2024-08-09,Demand Gen - Discovery,Demand Gen,28221,282,188.41,5.15,334.72
2024-08-10,Demand Gen - Discovery,Demand Gen,53694,537,313.56,11.71,761.0
2024-08-11,Demand Gen - Discovery,Demand Gen,27810,278,161.23,5.72,371.72
2024-08-12,Demand Gen - Discovery,Demand Gen,47404,474,304.27,9.01,585.46
2024-08-13,Demand Gen - Discovery,Demand Gen,46594,466,238.44,13.27,862.41
2024-08-14,Demand Gen - Discovery,Demand Gen,31323,313,173.25,5.03,326.82
2024-08-15,Demand Gen - Discovery,Demand Gen,34047,340,217.47,10.2,663.27
2024-08-16,Demand Gen - Discovery,Demand Gen,37173,372,239.74,8.57,557.36
2024-08-17,Demand Gen - Discovery,Demand Gen,28889,289,177.33,5.85,380.3
2024-08-18,Demand Gen - Discovery,Demand Gen,34635,346,214.82,10.5,682.64
2024-08-19,Demand Gen - Discovery,Demand Gen,45729,457,241.99,8.41,546.64
